id,x_center,y_center
250mN303425E445825,11.932496585231261,50.405071458951234
250mN303425E445850,11.936011925515915,50.405012150035795
250mN303425E445875,11.939527257695095,50.404952733359664
250mN303425E445900,11.943042581754122,50.4048932089232
250mN303425E445925,11.946557897678328,50.40483357672683
250mN303425E445950,11.95007320545303,50.40477383677097
250mN303425E445975,11.95358850506355,50.404713989056
250mN303425E446000,11.957103796495234,50.40465403358235
250mN303425E446025,11.96061907973338,50.40459397035039
250mN303425E446050,11.964134354763345,50.40453379936055
250mN303425E446075,11.967649621570432,50.404473520613244
250mN303425E446100,11.971164880139977,50.40441313410885
250mN303400E443925,11.665228973627421,50.407016663396476
250mN303400E443950,11.66874472000917,50.406965548207026
250mN303400E443975,11.672260459402763,50.40691432523439
250mN303400E444000,11.675776191793505,50.4068629944789
250mN303400E444025,11.679291917166712,50.40681155594092
250mN303400E444050,11.682807635507679,50.406760009620776
250mN303400E444075,11.68632334680173,50.406708355518816
250mN303400E444100,11.689839051034168,50.40665659363542
250mN303400E444125,11.693354748190302,50.4066047239709
250mN303400E444150,11.69687043825544,50.40655274652562
250mN303400E444175,11.700386121214907,50.406500661299944
250mN303400E444200,11.703901797053998,50.40644846829421
250mN303400E444225,11.707417465758024,50.40639616750876
250mN303400E444250,11.710933127312309,50.40634375894398
250mN303400E444275,11.714448781702147,50.40629124260019
250mN303400E444300,11.717964428912861,50.40623861847777
250mN303400E444325,11.72148006892976,50.40618588657706
250mN303400E444350,11.724995701738163,50.40613304689843
250mN303400E444375,11.728511327323371,50.40608009944223
250mN303400E444400,11.732026945670691,50.4060270442088
250mN303400E444425,11.735542556765465,50.40597388119853
250mN303400E444450,11.739058160592977,50.40592061041176
250mN303400E444475,11.742573757138542,50.40586723184884
250mN303400E444500,11.74608934638749,50.405813745510144
250mN303400E444525,11.74960492832512,50.40576015139605
250mN303400E444550,11.753120502936758,50.405706449506894
250mN303400E444575,11.756636070207708,50.40565263984305
250mN303400E444600,11.760151630123287,50.405598722404875
250mN303400E444625,11.763667182668812,50.40554469719273
250mN303400E444650,11.767182727829596,50.405490564206985
250mN303400E444675,11.770698265590951,50.40543632344802
250mN303400E444700,11.774213795938202,50.40538197491618
250mN303400E444725,11.777729318856654,50.40532751861184
250mN303400E444750,11.78124483433163,50.405272954535384
250mN303400E444775,11.784760342348443,50.405218282687144
250mN303400E444800,11.788275842892407,50.40516350306751
250mN303400E444825,11.791791335948838,50.40510861567688
250mN303400E444850,11.795306821503063,50.405053620515574
250mN303400E444875,11.798822299540387,50.40499851758399
250mN303400E444900,11.802337770046131,50.4049433068825
250mN303400E444925,11.80585323300561,50.40488798841146
250mN303400E444950,11.809368688404154,50.40483256217126
250mN303400E444975,11.812884136227066,50.40477702816228
250mN303400E445000,11.816399576459677,50.40472138638489
250mN303400E445025,11.819915009087287,50.40466563683944
250mN303400E445050,11.823430434095235,50.404609779526346
250mN303400E445075,11.826945851468833,50.40455381444597
250mN303400E445100,11.83046126119339,50.40449774159867
250mN303400E445125,11.833976663254244,50.40444156098486
250mN303400E445150,11.837492057636698,50.40438527260489
250mN303400E445175,11.841007444326078,50.40432887645913
250mN303400E445200,11.844522823307713,50.404272372548014
250mN303400E445225,11.848038194566913,50.4042157608719
250mN303400E445250,11.851553558088993,50.40415904143114
250mN303400E445275,11.855068913859292,50.404102214226135
